ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
814,Glutathione S-transferase P,GSTP1,31946,M24485,P09211,GSTP1_HUMAN,10GS; 11GS; 12GS; 13GS; 14GS; 16GS; 17GS; 18GS; 19GS; 1AQV; 1AQW; 1AQX; 1EOG; 1EOH; 1GSS; 1KBN; 1LBK; 1MD3; 1MD4; 1PGT; 1PX6; 1PX7; 1ZGN; 20GS; 22GS; 2A2R; 2A2S; 2GSS; 2J9H; 2PGT; 3CSH; 3CSI; 3CSJ; 3DD3; 3DGQ; 3GSS; 3GUS; 3HJM; 3HJO; 3HKR; 3IE3; 3KM6; 3KMN; 3KMO; 3N9J; 3PGT; 4GSS; 4PGT; 5GSS; 6GSS; 7GSS; 8GSS; 9GSS,,GSTP1,HGNC:4638,Humans,DB00163; DB00291; DB00316; DB00515; DB00526; DB00773; DB00958; DB01008; DB11672; DB14001; DB14002
815,Glutathione S-transferase omega-1,GSTO1,2393722,U90313,P78417,GSTO1_HUMAN,1EEM; 3LFL; 3VLN; 4IS0,,GSTO1,HGNC:13312,Humans,DB00163; DB14001; DB14002
816,Glutathione peroxidase 1,GPX1,577777,Y00433,P07203,GPX1_HUMAN,2F8A,,GPX1,HGNC:4553,Humans,DB09221; DB11091; DB11127; DB11590
818,Glutathione S-transferase theta-1,GSTT1,510905,X79389,P30711,GSTT1_HUMAN,2C3N; 2C3Q; 2C3T,,GSTT1,HGNC:4641,Humans,DB00515; DB00526; DB00773; DB00958; DB09221
825,"Glutaminase kidney isoform, mitochondrial",GLS,5690372,AF158555,O94925,GLSK_HUMAN,3CZD; 3UNW; 3UO9; 3VOY; 3VOZ; 3VP0; 3VP1; 3VP2; 3VP3; 3VP4; 4O7D; 5D3O,,GLS,HGNC:4331,Humans,DB00130; DB13155
852,Platelet-derived growth factor receptor alpha,PDGFRA,189734,M21574,P16234,PGFRA_HUMAN,1GQ5,,PDGFRA,HGNC:8803,Humans,DB14840
854,Dipeptidyl peptidase 4,DPP4,535388,U13735,P27487,DPP4_HUMAN,1J2E; 1N1M; 1NU6; 1NU8; 1PFQ; 1R9M; 1R9N; 1RWQ; 1TK3; 1TKR; 1U8E; 1W1I; 1WCY; 1X70; 2AJL; 2BGN; 2BGR; 2BUB; 2FJP; 2G5P; 2G5T; 2G63; 2HHA; 2I03; 2I78; 2IIT; 2IIV; 2JID; 2OAG; 2OGZ; 2OLE; 2ONC; 2OPH; 2OQI; 2OQV; 2P8S; 2QJR; 2QKY; 2QOE; 2QT9; 2QTB; 2RGU; 2RIP; 3BJM; 3C43; 3C45; 3CCB; 3CCC; 3D4L; 3EIO; 3F8S; 3G0B; 3G0C; 3G0D; 3G0G; 3H0C; 3HAB; 3HAC; 3KWF; 3KWJ; 3NOX; 3O95; 3O9V; 3OC0; 3OPM; 3Q0T; 3Q8W; 3QBJ; 3SWW; 3SX4; 3VJK; 3VJL; 3VJM; 3W2T; 3WQH; 4A5S; 4DSA; 4DSZ; 4DTC; 4G1F; 4J3J; 4JH0; 4KR0; 4L72; 4LKO; 4N8D; 4N8E; 4PNZ; 4PV7; 4QZV,,DPP4,HGNC:3009,Humans,DB01276; DB06655; DB13928
865,Phenylethanolamine N-methyltransferase,PNMT,190142,J03727,P11086,PNMT_HUMAN,1HNN; 1N7I; 1N7J; 1YZ3; 2AN3; 2AN4; 2AN5; 2G70; 2G71; 2G72; 2G8N; 2OBF; 2ONY; 2ONZ; 2OPB; 3HCA; 3HCB; 3HCC; 3HCD; 3HCE; 3HCF; 3KPJ; 3KPU; 3KPV; 3KPW; 3KPY; 3KQM; 3KQO; 3KQP; 3KQQ; 3KQS; 3KQT; 3KQV; 3KQW; 3KQY; 3KR0; 3KR1; 3KR2; 4DM3; 4MIK; 4MQ4,,PNMT,HGNC:9160,Humans,DB00968; DB09571
875,Lanosterol 14-alpha demethylase,CYP51A1,1698396,U23942,Q16850,CP51A_HUMAN,3JUS; 3JUV; 3LD6,,CYP51A1,HGNC:2649,Humans,DB01110
876,Lysosomal alpha-glucosidase,GAA,31608,Y00839,P10253,LYAG_HUMAN,"",,GAA,HGNC:4065,Humans,DB09526; DB14962
883,N-acetylgalactosamine-6-sulfatase,GALNS,870751,D17629,P34059,GALNS_HUMAN,4FDI; 4FDJ,,GALNS,HGNC:4122,Humans,DB09301
886,Bile salt sulfotransferase,SULT2A1,306702,L20000,Q06520,ST2A1_HUMAN,1EFH; 1J99; 1OV4; 2QP3; 2QP4; 3F3Y; 4IFB,,SULT2A1,HGNC:11458,Humans,DB00675; DB01708; DB05812; DB09073; DB09288
888,Fatty acid desaturase 1,FADS1,3169158,AC004770,O60427,FADS1_HUMAN,"",,DKFZp762M2311,HGNC:3574,Humans,DB09328; DB11358; DB13168
895,Urokinase-type plasminogen activator,PLAU,1834524,X02419,P00749,UROK_HUMAN,1C5W; 1C5X; 1C5Y; 1C5Z; 1EJN; 1F5K; 1F5L; 1F92; 1FV9; 1GI7; 1GI8; 1GI9; 1GJ7; 1GJ8; 1GJ9; 1GJA; 1GJB; 1GJC; 1GJD; 1KDU; 1LMW; 1O3P; 1O5A; 1O5B; 1O5C; 1OWD; 1OWE; 1OWH; 1OWI; 1OWJ; 1OWK; 1SC8; 1SQA; 1SQO; 1SQT; 1U6Q; 1URK; 1VJ9; 1VJA; 1W0Z; 1W10; 1W11; 1W12; 1W13; 1W14; 2FD6; 2I9A; 2I9B; 2NWN; 2O8T; 2O8U; 2O8W; 2R2W; 2VIN; 2VIO; 2VIP; 2VIQ; 2VIV; 2VIW; 2VNT; 3BT1; 3BT2; 3IG6; 3KGP; 3KHV; 3KID; 3M61; 3MHW; 3MWI; 3OX7; 3OY5; 3OY6; 3PB1; 3QN7; 3U73; 4DVA; 4DW2; 4FU7; 4FU8; 4FU9; 4FUB; 4FUC; 4FUD; 4FUE; 4FUF; 4FUG; 4FUH; 4FUI; 4FUJ; 4GLY; 4H42; 4JK5; 4JK6; 4JNI; 4JNL; 4K24; 4MNV; 4MNW; 4MNX; 4MNY; 4OS1; 4OS2; 4OS4; 4OS5; 4OS6; 4OS7; 4X0W; 4X1N; 4X1P; 4X1Q; 4X1R; 4X1S; 4ZHL; 4ZHM,,PLAU,HGNC:9052,Humans,DB16701
896,"Alkaline phosphatase, placental-like",ALPPL2,178428,J03252,P10696,PPBN_HUMAN,"",,ALPPL2,HGNC:441,Humans,DB09498; DB11091
906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",PCK1,189945,L05144,P35558,PCKGC_HUMAN,1KHB; 1KHE; 1KHF; 1KHG; 1M51; 1NHX; 2GMV,,PCK1,HGNC:8724,Humans,DB09338
907,"Peroxiredoxin-5, mitochondrial",PRDX5,6523289,AJ249483,P30044,PRDX5_HUMAN,1H4O; 1HD2; 1OC3; 1URM; 2VL2; 2VL3; 2VL9; 3MNG; 4K7I; 4K7N; 4K7O; 4MMM,,PRDX5,HGNC:9355,Humans,DB09221
927,Sulfotransferase 1A1,SULT1A1,179042,L10819,P50225,ST1A1_HUMAN,1LS6; 1Z28; 2D06; 3QVU; 3QVV; 3U3J; 3U3K; 3U3M; 3U3O; 3U3R; 4GRA,,SULT1A1,HGNC:11453,Humans,DB00316; DB00675; DB00714; DB00867; DB09070; DB09100; DB09288; DB11077
930,Serum paraoxonase/arylesterase 1,PON1,190192,M63012,P27169,PON1_HUMAN,1V04; 1XHR,,PON1,HGNC:9204,Humans,DB01395; DB14596; DB14598; DB14600
939,Cathepsin B,CTSB,181192,M14221,P07858,CATB_HUMAN,1CSB; 1GMY; 1HUC; 1PBH; 2IPP; 2PBH; 3AI8; 3CBJ; 3CBK; 3K9M; 3PBH,,CTSB,HGNC:2527,Humans,DB14962
951,Estrogen sulfotransferase,SULT1E1,488283,U08098,P49888,ST1E1_HUMAN,1G3M; 1HY3; 4JVL; 4JVM; 4JVN,,SULT1E1,HGNC:11377,Humans,DB00675; DB00714; DB00977; DB09100; DB09288; DB14635
959,Fatty acid synthase,FASN,1049053,U26644,P49327,FAS_HUMAN,1XKT; 2CG5; 2JFD; 2JFK; 2PX6; 3HHD; 3TJM; 4PIV; 4W82; 4W9N,,FASN,HGNC:3594,Humans,DB01083
960,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD,558305,U09178,Q12882,DPYD_HUMAN,"",,DPYD,HGNC:3012,Humans,DB00544; DB01101; DB09327
971,DNA topoisomerase 1,TOP1,339806,J03250,P11387,TOP1_HUMAN,1A31; 1A35; 1A36; 1EJ9; 1K4S; 1K4T; 1LPQ; 1NH3; 1R49; 1RR8; 1RRJ; 1SC7; 1SEU; 1T8I; 1TL8,,TOP1,HGNC:11986,Humans,DB14962
972,Beta-glucuronidase,GUSB,183233,M15182,P08236,BGLR_HUMAN,1BHG; 3HN3,,GUSB,HGNC:4696,Humans,DB09301; DB09340
973,Sphingomyelin phosphodiesterase,SMPD1,179095,M59916,P17405,ASM_HUMAN,"",,SMPD1,HGNC:11120,Humans,DB12151
982,Angiotensin-converting enzyme 2,ACE2,9802433,AF291820,Q9BYF1,ACE2_HUMAN,1R42; 1R4L; 1XJP; 2AJF; 3D0G; 3D0H; 3D0I; 3KBH; 3SCI; 3SCJ; 3SCK; 3SCL,,ACE2,HGNC:13557,Humans,DB09019
987,Thiopurine S-methyltransferase,TPMT,386420,S62904,P51580,TPMT_HUMAN,2BZG; 2H11,,TPMT,HGNC:12014,Humans,DB00436; DB00993; DB01021; DB01033; DB01327
1032,Multidrug resistance protein 1,ABCB1,307180,M14758,P08183,MDR1_HUMAN,"",,ABCB1,HGNC:40,Humans,DB00451
1035,Protein-glutamine gamma-glutamyltransferase 2,TGM2,339521,M55153,P21980,TGM2_HUMAN,1FAU; 1KV3; 2Q3Z; 3LY6; 3S3J; 3S3P; 3S3S; 4PYG,,TGM2,HGNC:11778,Humans,DB00130
1052,CYP2B protein,CYP2B,181294,M29873,Q14097,Q14097_HUMAN,"",,,,Humans,DB00366; DB00472; DB01104; DB01149; DB11431
1056,Glucokinase,GCK,179427,M88011,P35557,HXK4_HUMAN,1GLK; 1V4S; 1V4T; 3A0I; 3F9M; 3FGU; 3FR0; 3GOI; 3H1V; 3ID8; 3IDH; 3IMX; 3QIC; 3S41; 3VEV; 3VEY; 3VF6; 4DCH; 4DHY; 4ISE; 4ISF; 4ISG; 4IWV; 4IXC; 4L3Q; 4LC9; 4MLE; 4MLH; 4NO7; 4RCH,,GCK,HGNC:4195,Humans,DB01914; DB09341; DB09344
1064,Heparanase,HPSE,5616197,AF152376,Q9Y251,HPSE_HUMAN,5E8M; 5E97; 5E98; 5E9B; 5E9C,,HPSE,HGNC:5164,Humans,DB01109; DB06779
1066,Solute carrier family 22 member 6,SLC22A6,3831566,AF057039,Q4U2R8,S22A6_HUMAN,"",,hROAT1,HGNC:10970,Humans,DB05016
1073,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",PFKFB1,35503,X52638,P16118,F261_HUMAN,1K6M,,PFKFB1,HGNC:8872,Humans,DB13749
1075,Myeloperoxidase,MPO,189040,J02694,P05164,PERM_HUMAN,1CXP; 1D2V; 1D5L; 1D7W; 1DNU; 1DNW; 1MHL; 1MYP; 3F9P; 3ZS0; 3ZS1; 4C1M; 4DL1; 4EJX; 5FIW,,MPO,HGNC:7218,Humans,DB00006; DB00104; DB00208; DB00233; DB00250; DB00461; DB00500; DB00515; DB00526; DB00550; DB00833; DB00847; DB00958; DB01065; DB01225; DB02300; DB04827; DB05161; DB06111; DB06468; DB06774; DB06823
1078,Aminopeptidase N,ANPEP,28678,X13276,P15144,AMPN_HUMAN,4FYQ; 4FYR; 4FYS; 4FYT,,ANPEP,HGNC:500,Humans,DB06773; DB16627
1088,Tissue-type plasminogen activator,PLAT,339834,L00153,P00750,TPA_HUMAN,1A5H; 1BDA; 1PK2; 1PML; 1RTF; 1TPG; 1TPK; 1TPM; 1TPN; 5BRR,,PLAT,HGNC:9051,Humans,DB16701
1096,5'-nucleotidase,NT5E,23897,X55740,P21589,5NTD_HUMAN,4H1S; 4H1Y; 4H2B; 4H2F; 4H2G; 4H2I,,NT5E,HGNC:8021,Humans,DB00987
1105,Major prion protein,PRNP,190468,M13899,P04156,PRIO_HUMAN,1E1G; 1E1J; 1E1P; 1E1S; 1E1U; 1E1W; 1FKC; 1FO7; 1H0L; 1HJM; 1HJN; 1I4M; 1OEH; 1OEI; 1QLX; 1QLZ; 1QM0; 1QM1; 1QM2; 1QM3; 2IV4; 2IV5; 2IV6; 2K1D; 2KUN; 2LBG; 2LEJ; 2LFT; 2LSB; 2LV1; 2M8T; 2OL9; 2W9E; 3HAF; 3HAK; 3HEQ; 3HER; 3HES; 3HJ5; 3HJX; 3MD4; 3MD5; 3NHC; 3NHD; 3NVF; 4DGI; 4E1H; 4E1I; 4KML; 4N9O,,PRNP,HGNC:9449,Humans,DB09130
1108,Hexokinase-1,HK1,184021,M75126,P19367,HXK1_HUMAN,1CZA; 1DGK; 1HKB; 1HKC; 1QHA; 4F9O; 4FOE; 4FOI; 4FPA; 4FPB,,HK1,HGNC:4922,Humans,DB01914; DB09341; DB09502
1111,Cytochrome P450 1B1,CYP1B1,501031,U03688,Q16678,CP1B1_HUMAN,3PM0,,CYP1B1,HGNC:2597,Humans,DB00121; DB00170; DB00201; DB00277; DB00338; DB00396; DB00443; DB00448; DB00470; DB00499; DB00530; DB00613; DB00624; DB00635; DB00655; DB00675; DB00694; DB00741; DB00783; DB00818; DB00959; DB00997; DB01026; DB01064; DB01065; DB01087; DB01204; DB01222; DB01229; DB01248; DB01254; DB01381; DB02709; DB09061; DB11155; DB12245; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14009; DB14631; DB14737
1123,Carboxypeptidase E,CPE,29667,X51405,P16870,CBPE_HUMAN,"",,CPE,HGNC:2303,Humans,DB14487; DB14533; DB14548
1140,Ceruloplasmin,CP,180256,M13699,P00450,CERU_HUMAN,1KCW; 2J5W; 4EJX; 4ENZ,,CP,HGNC:2295,Humans,DB13257
1148,Dipeptidase 1,DPEP1,219600,D13137,P16444,DPEP1_HUMAN,1ITQ; 1ITU,,DPEP1,HGNC:3002,Humans,DB00760; DB01598; DB03424; DB06211
1153,Beta-hexosaminidase subunit beta,HEXB,179462,M13519,P07686,HEXB_HUMAN,1NOU; 1NOW; 1NP0; 1O7A; 1QBD; 2GJX; 2GK1; 3LMY,,HEXB,HGNC:4879,Humans,DB09301
1181,Angiogenin,ANG,178250,M11567,P03950,ANGI_HUMAN,1A4Y; 1ANG; 1AWZ; 1B1E; 1B1I; 1B1J; 1GV7; 1H0D; 1H52; 1H53; 1HBY; 1K58; 1K59; 1K5A; 1K5B; 1UN3; 1UN4; 1UN5; 2ANG; 4AHD; 4AHE; 4AHF; 4AHG; 4AHH; 4AHI; 4AHJ; 4AHK; 4AHL; 4AHM; 4AHN; 4AOH; 4B36,,ANG,HGNC:483,Humans,DB09130
1183,Insulin-degrading enzyme,IDE,184556,M21188,P14735,IDE_HUMAN,2G47; 2G48; 2G49; 2G54; 2G56; 2JBU; 2JG4; 2WBY; 2WC0; 2WK3; 2YPU; 3CWW; 3E4A; 3E4Z; 3E50; 3H44; 3HGZ; 3N56; 3N57; 3OFI; 3QZ2; 4DTT; 4DWK; 4GS8; 4GSC; 4GSF; 4IFH; 4IOF; 4LTE; 4M1C; 4NXO; 4PES; 4PF7; 4PF9; 4PFC; 4Q5Z; 4QIA; 4RAL; 4RE9,,IDE,HGNC:5381,Humans,DB00030; DB00046; DB00071; DB01307; DB09456; DB09564; DB14487; DB14533; DB14548
1184,NAD(P)H dehydrogenase [quinone] 1,NQO1,189246,J03934,P15559,NQO1_HUMAN,1D4A; 1DXO; 1GG5; 1H66; 1H69; 1KBO; 1KBQ; 1QBG; 2F1O; 3JSX; 4CET; 4CF6,,NQO1,HGNC:2874,Humans,DB00163; DB00252; DB00515; DB00526; DB00958; DB00997; DB14001; DB14002
1185,Quinone oxidoreductase,CRYZ,292415,L13278,Q08257,QOR_HUMAN,1YB5,,CRYZ,HGNC:2419,Humans,DB09061
1197,Steryl-sulfatase,STS,338565,J04964,P08842,STS_HUMAN,1P49,,STS,HGNC:11425,Humans,DB06713; DB09070
1198,Macrophage metalloelastase,MMP12,435970,L23808,P39900,MMP12_HUMAN,1JIZ; 1JK3; 1OS2; 1OS9; 1RMZ; 1ROS; 1UTT; 1UTZ; 1Y93; 1YCM; 1Z3J; 2HU6; 2JXY; 2K2G; 2K9C; 2KRJ; 2MLR; 2MLS; 2OXU; 2OXW; 2OXZ; 2POJ; 2W0D; 2WO8; 2WO9; 2WOA; 2Z2D; 3BA0; 3EHX; 3EHY; 3F15; 3F16; 3F17; 3F18; 3F19; 3F1A; 3LIK; 3LIL; 3LIR; 3LJG; 3LK8; 3LKA; 3N2U; 3N2V; 3NX7; 3RTS; 3RTT; 3TS4; 3TSK; 3UVC; 4EFS; 4GQL; 4GR0; 4GR3; 4GR8; 4GUY; 4H30; 4H49; 4H76; 4H84; 4I03; 4IJO,,MMP12,HGNC:7158,Humans,DB00013
1204,Equilibrative nucleoside transporter 1,SLC29A1,1845345,U81375,Q99808,S29A1_HUMAN,"",,SLC29A1,HGNC:11003,Humans,DB00642
1207,Catalase,CAT,1228085,X04085,P04040,CATA_HUMAN,1DGB; 1DGF; 1DGG; 1DGH; 1F4J; 1QQW,,CAT,HGNC:1516,Humans,DB09096; DB09116; DB11091
1222,Primary amine oxidase,tynA,809499,D23670,P46883,AMO_ECOLI,1D6U; 1D6Y; 1D6Z; 1DYU; 1JRQ; 1LVN; 1OAC; 1QAF; 1QAK; 1QAL; 1SPU; 2W0Q; 2WGQ; 2WO0; 2WOF; 2WOH,,,,Escherichia coli (strain K12),DB01576
1230,Cholesterol oxidase,choB,216385,D00712,P22637,CHOD_BREST,1COY; 3COX,,,,Brevibacterium sterolicum,DB01708
1240,Bifunctional purine biosynthesis protein PURH,ATIC,1263196,U37436,P31939,PUR9_HUMAN,1P4R; 1PKX; 1PL0,,ATIC,HGNC:794,Humans,DB00563
1251,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,3641398,AF020038,O75874,IDHC_HUMAN,1T09; 1T0L; 3INM; 3MAP; 3MAR; 3MAS; 4I3K; 4I3L; 4KZO; 4L03; 4L04; 4L06; 4UMX; 4UMY; 5DE1,,IDH1,HGNC:5382,Humans,DB09374
1260,"Thymidine kinase, cytosolic",TK1,339709,K02581,P04183,KITH_HUMAN,1W4R; 1XBT; 2ORV; 2WVJ,,TK1,HGNC:11830,Humans,DB00432; DB00495
1262,Adenylate kinase isoenzyme 1,AK1,178322,J04809,P00568,KAD1_HUMAN,1Z83; 2C95,,AK1,HGNC:361,Humans,DB00640; DB09299; DB14126
1264,Sulfotransferase family cytosolic 2B member 1,SULT2B1,1923291,U92314,O00204,ST2B1_HUMAN,1Q1Q; 1Q1Z; 1Q20; 1Q22,,SULT2B1,HGNC:11459,Humans,DB01708
1273,Protein-glutamine gamma-glutamyltransferase E,TGM3,307504,L10386,Q08188,TGM3_HUMAN,1L9M; 1L9N; 1NUD; 1NUF; 1NUG,,TGM3,HGNC:11779,Humans,DB00130
1274,Beta-lactamase OXA-10,bla,1019897,U37105,P14489,BLO10_PSEAI,1E3U; 1E4D; 1EWZ; 1FOF; 1K4E; 1K4F; 1K54; 1K55; 1K56; 1K57; 1K6R; 1K6S; 2HP5; 2HP6; 2HP9; 2HPB; 2RL3; 2WGI; 2WGV; 2WGW; 2WKH; 2WKI; 2X01; 2X02; 3LCE; 4S2O; 4WZ5,,,,Pseudomonas aeruginosa,DB00760
1286,Benzoylformate decarboxylase,mdlC,3093419,AY143338,P20906,MDLC_PSEPU,1BFD; 1MCZ; 1PI3; 1PO7; 1Q6Z; 1YNO; 2FN3; 2FWN; 2V3W; 3F6B; 3F6E; 3FSJ; 3FZN; 4GG1; 4GM0; 4GM1; 4GM4; 4GP9; 4GPE; 4JD5; 4JU8; 4JU9; 4JUA; 4JUB; 4JUC; 4JUD; 4JUF; 4K9K; 4K9L; 4K9M; 4K9N; 4K9O; 4K9P; 4MPJ; 4MPP; 4MPR; 4MQ5; 4MZX; 4QEL; 5DEI; 5DGD; 5DGT,,,,Pseudomonas putida,DB01987
1320,Chloramphenicol acetyltransferase,cat,4104539,AF036933,P26841,CAT4_PSEAE,1XAT; 2XAT,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB00446
1343,Tryptophan--tRNA ligase,trpS,143784,M14742,P00953,SYW_GEOSE,1D2R; 1I6K; 1I6L; 1I6M; 1M83; 1MAU; 1MAW; 1MB2; 2OV4; 3FHJ; 3FI0; 5DK4,,,,Geobacillus stearothermophilus,DB00150
1354,Pyruvate oxidase,pox5,28272737,AL935262,P37063,POXB_LACPL,1POW; 1POX; 1Y9D; 2EZ4; 2EZ8; 2EZ9; 2EZT; 2EZU,,,,Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),DB01987
1405,Queuine tRNA-ribosyltransferase,tgt,498141,L33777,P28720,TGT_ZYMMO,1EFZ; 1ENU; 1F3E; 1K4G; 1K4H; 1N2V; 1OZM; 1OZQ; 1P0B; 1P0D; 1P0E; 1PUD; 1PXG; 1Q2R; 1Q2S; 1Q4W; 1Q63; 1Q65; 1Q66; 1R5Y; 1S38; 1S39; 1WKD; 1WKE; 1WKF; 1Y5V; 1Y5W; 1Y5X; 2BBF; 2NQZ; 2NSO; 2OKO; 2POT; 2PWU; 2PWV; 2QII; 2QZR; 2Z1V; 2Z1W; 2Z1X; 2Z7K; 3BL3; 3BLD; 3BLL; 3BLO; 3C2Y; 3EOS; 3EOU; 3GC4; 3GC5; 3GE7; 3HFY; 3RR4; 3S1G; 3SM0; 3TLL; 3UNT; 3UVI; 4DXX; 4DY1; 4E2V; 4FPS; 4FR1; 4FR6; 4FSA; 4GCX; 4GD0; 4GG9; 4GH1; 4GH3; 4GHR; 4GI4; 4GIY; 4GKT; 4H6E; 4H7Z; 4HQV; 4HSH; 4HTB; 4HVX; 4IPP; 4JBR; 4KWO; 4L56; 4LBU; 4LEQ; 4PUJ; 4PUK; 4PUL; 4PUM; 4PUN; 4Q4M; 4Q4O; 4Q4P; 4Q4Q; 4Q4R; 4Q4S; 4Q8M; 4Q8N; 4Q8O; 4Q8P; 4Q8Q; 4Q8T; 4Q8U; 4Q8V; 4Q8W,,,,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),DB14732
1426,Beta-lactamase 2,blm,142604,M11189,P04190,BLA2_BACCE,1BC2; 1BMC; 1BVT; 1DXK; 1MQO; 2BC2; 2BFK; 2BFL; 2BFZ; 2BG2; 2BG6; 2BG7; 2BG8; 2BGA; 2M5C; 2M5D; 2NXA; 2NYP; 2NZE; 2NZF; 2UYX; 3BC2; 3FCZ; 3I0V; 3I11; 3I13; 3I14; 3I15; 3KNR; 3KNS; 4C09; 4C1C; 4C1H; 4NQ4; 4NQ5; 4NQ6; 4NQ7; 4TYT,,,,Bacillus cereus,DB01060
1473,Histidine triad nucleotide-binding protein 1,HINT1,862933,U27143,P49773,HINT1_HUMAN,1AV5; 1KPA; 1KPB; 1KPC; 1KPE; 1KPF; 3TW2; 4EQE; 4EQG; 4EQH,,HINT1,HGNC:4912,Humans,DB08934
1482,Beta-lactamase,penP,39575,V00093,P00808,BLAC_BACLI,1I2S; 1I2W; 1MBL; 1W7F; 2BLM; 2WK0; 2Y91; 3B3X; 3LY3; 3LY4; 3M2J; 3M2K; 3SH7; 3SH8; 3SH9; 3SOI; 4BLM; 4M3K; 4N1H; 4N92; 4N9K; 4N9L,,,,Bacillus licheniformis,DB01331
1493,Chloramphenicol 3-O phosphotransferase,,498888,U09991,Q56148,CPT_STRVP,1GRQ; 1GRR; 1QHN; 1QHS; 1QHX; 1QHY,,,,Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745),DB00446
1529,Complement C1s subcomponent,C1S,763110,X06596,P09871,C1S_HUMAN,1ELV; 1NZI; 4J1Y; 4LMF; 4LOR; 4LOS; 4LOT,,C1S,HGNC:1247,Humans,DB12831
1542,Chloramphenicol acetyltransferase 3,cat3,47025,X07848,P00484,CAT3_ECOLX,1CIA; 1CLA; 1QCA; 2CLA; 3CLA; 4CLA,,,,Escherichia coli,DB00446; DB07565
1640,"Phospholipase A2, membrane associated",PLA2G2A,190889,M22430,P14555,PA2GA_HUMAN,1AYP; 1BBC; 1DB4; 1DB5; 1DCY; 1J1A; 1KQU; 1KVO; 1N28; 1N29; 1POD; 1POE; 2GNY; 3U8B; 3U8D; 3U8H; 3U8I,,PLA2G2A,HGNC:9031,Humans,DB00586
1671,Alpha-amylase 1,AMY1A,178585,M18786,P04745,AMY1_HUMAN,1C8Q; 1JXJ; 1JXK; 1MFU; 1MFV; 1NM9; 1Q4N; 1SMD; 1XV8; 1Z32; 3BLK; 3BLP; 3DHP,,AMY1A,HGNC:474,Humans,DB13928
1739,Trypsin-1,PRSS1,521216,M22612,P07477,TRY1_HUMAN,1FXY; 1TRN; 2RA3; 4WWY; 4WXV,,PRSS1,HGNC:9475,Humans,DB12831
1818,ATP-dependent 6-phosphofructokinase,pfkA,143312,M15643,P00512,PFKA_GEOSE,1MTO; 3PFK; 3U39; 4I36; 4I4I; 4I7E; 4PFK; 6PFK,,,,Geobacillus stearothermophilus,DB09344
1979,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,1237038,X91247,Q16881,TRXR1_HUMAN,1W1C; 2CFY; 2J3N; 2ZZ0; 2ZZB; 2ZZC; 3QFA; 3QFB,,TXNRD1,HGNC:12437,Humans,DB00126; DB11127; DB11135
2015,Beta-lactamase SHV-1,bla,5002312,AF148850,P0AD63,BLA1_ECOLX,"",,,,Escherichia coli,DB01598
2089,Catechol O-methyltransferase,COMT,180920,M65212,P21964,COMT_HUMAN,3A7E; 3BWM; 3BWY; 4PYI; 4PYJ; 4PYK; 4XUC; 4XUD; 4XUE,,COMT,HGNC:2228,Humans,DB00252; DB00255; DB00286; DB00494; DB00668; DB00714; DB00783; DB00841; DB00968; DB00977; DB00988; DB01064; DB01141; DB01420; DB06152; DB15488
2090,Aromatase,CYP19A1,179002,M22246,P11511,CP19A_HUMAN,1TQA; 3EQM; 3S79; 3S7S; 4GL5; 4GL7; 4KQ8,,CYP19A1,HGNC:2594,Humans,DB00197; DB00255; DB00269; DB00333; DB00358; DB00389; DB00443; DB00481; DB00624; DB00675; DB00783; DB00856; DB00858; DB00926; DB00974; DB00990; DB01006; DB01007; DB01026; DB01065; DB01110; DB01127; DB01229; DB01406; DB02901; DB04794; DB04839; DB05667; DB05804; DB05875; DB06147; DB06423; DB06710; DB06719; DB08804; DB09389; DB13009; DB13943; DB13944; DB13946; DB14598; DB14600
2093,Complement C1r subcomponent,C1R,29539,X04701,P00736,C1R_HUMAN,1APQ; 1GPZ; 1MD7; 1MD8; 2QY0,,C1R,HGNC:1246,Humans,DB12831
2124,Neuroendocrine convertase 2,PCSK2,189652,J05252,P16519,NEC2_HUMAN,"",,PCSK2,HGNC:8744,Humans,DB00030
2125,Neuroendocrine convertase 1,PCSK1,35318,X64810,P29120,NEC1_HUMAN,"",,PCSK1,HGNC:8743,Humans,DB00030
