ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
3941,Membrane protein,ompC,166079762,EU372012,Q9K597,Q9K597_ECOLX,2XE2; 2XE3; 2XE5; 2XG6,,,,Escherichia coli,DB13092
3949,Ammonium transporter Rh type C,RHCG,6625732,AF193809,Q9UBD6,RHCG_HUMAN,3HD6,,,HGNC:18140,Humans,DB09326
4172,Colicin I receptor,cirA,145544,J04229,P17315,CIRA_ECOLI,2HDF; 2HDI,,,,Escherichia coli (strain K12),DB14879
4494,Cation-dependent mannose-6-phosphate receptor,M6PR,,,P20645,MPRD_HUMAN,1JUQ,,,HGNC:6752,Humans,DB00103; DB15874
4522,"Inositol 1,4,5-trisphosphate receptor type 1",ITPR1,,,Q14643,ITPR1_HUMAN,"",,,HGNC:6180,Humans,DB11590
4624,Transient receptor potential cation channel subfamily M member 7,TRPM7,,,Q96QT4,TRPM7_HUMAN,"",,,HGNC:17994,Humans,DB09481; DB14513
4675,Electrogenic sodium bicarbonate cotransporter 1,SLC4A4,,,Q9Y6R1,S4A4_HUMAN,"",,,HGNC:11030,Humans,DB01390
4676,Sodium bicarbonate cotransporter 3,SLC4A7,,,Q9Y6M7,S4A7_HUMAN,"",,,HGNC:11033,Humans,DB01390
4677,Electrogenic sodium bicarbonate cotransporter 4,SLC4A5,,,Q9BY07,S4A5_HUMAN,"",,,HGNC:18168,Humans,DB01390
4680,Electroneutral sodium bicarbonate exchanger 1,SLC4A8,,,Q2Y0W8,S4A8_HUMAN,"",,,HGNC:11034,Humans,DB01390
4683,Sodium-driven chloride bicarbonate exchanger,SLC4A10,,,Q6U841,S4A10_HUMAN,"",,,HGNC:13811,Humans,DB01390
4690,Gastric intrinsic factor,GIF,,,P27352,IF_HUMAN,2CKT; 2PMV; 3KQ4,,,HGNC:4268,Humans,DB00115
4691,Urea transporter 2,SLC14A2,,,Q15849,UT2_HUMAN,"",,,HGNC:10919,Humans,DB03904
4692,Urea transporter 1,SLC14A1,,,Q13336,UT1_HUMAN,"",,,HGNC:10918,Humans,DB03904
4704,Proton-coupled amino acid transporter 2,SLC36A2,,,Q495M3,S36A2_HUMAN,"",,,HGNC:18762,Humans,DB00260
4705,Sodium/nucleoside cotransporter 1,SLC28A1,,,O00337,S28A1_HUMAN,"",,,HGNC:11001,Humans,DB00432; DB00441; DB00495; DB00640; DB00649; DB01262; DB09327
4706,Equilibrative nucleoside transporter 2,SLC29A2,,,Q14542,S29A2_HUMAN,"",,,HGNC:11004,Humans,DB00432; DB00441; DB00495; DB00640; DB00900; DB00943; DB00993; DB01033; DB09327
4707,"Solute carrier family 2, facilitated glucose transporter member 3",SLC2A3,,,P11169,GTR3_HUMAN,4ZW9; 4ZWB; 4ZWC; 5C65,,,HGNC:11007,Humans,DB00126; DB01296; DB01914; DB09341; DB09502
4708,Sodium-coupled monocarboxylate transporter 1,SLC5A8,,,Q8N695,SC5A8_HUMAN,"",,,HGNC:19119,Humans,DB00121; DB00627; DB01762; DB08872; DB08949
4710,Solute carrier family 10 member 6,SLC10A6,,,Q3KNW5,SOAT_HUMAN,"",,,HGNC:30603,Humans,DB02789; DB05804
4711,Folate transporter 1,SLC19A1,,,P41440,S19A1_HUMAN,"",,,HGNC:10937,Humans,DB00563; DB00642; DB01157; DB06813; DB11256
4750,ATP-binding cassette sub-family G member 5,ABCG5,,,Q9H222,ABCG5_HUMAN,"",,,HGNC:13886,Humans,DB08834; DB11635
4751,ATP-binding cassette sub-family G member 8,ABCG8,,,Q9H221,ABCG8_HUMAN,"",,,HGNC:13887,Humans,DB08834; DB11635
4752,Multidrug and toxin extrusion protein 2,SLC47A2,,,Q86VL8,S47A2_HUMAN,"",,,HGNC:26439,Humans,DB00205; DB00243; DB00331; DB00391; DB00440; DB00501; DB00536; DB00537; DB00661; DB00787; DB01004; DB01030; DB01035; DB01137; DB01203; DB04574; DB06137; DB06288; DB06608; DB08840; DB09241; DB11652; DB11732; DB11757; DB11791; DB11793; DB11817; DB11886; DB11901; DB11978; DB12001; DB12265; DB12267; DB12332; DB12377; DB12483; DB12500; DB12615; DB12887; DB12978; DB14962; DB15133; DB15233; DB15305; DB15442; DB15463; DB15822; DB16267; DB16628
4753,Sodium/glucose cotransporter 2,SLC5A2,,,P31639,SC5A2_HUMAN,"",,,HGNC:11037,Humans,DB01914
4754,Sodium/glucose cotransporter 1,SLC5A1,,,P13866,SC5A1_HUMAN,"",,,HGNC:11036,Humans,DB00766; DB01914; DB09341
4769,Y+L amino acid transporter 1,SLC7A7,,,Q9UM01,YLAT1_HUMAN,"",,,HGNC:11065,Humans,DB00130; DB08838
4770,RalA-binding protein 1,RALBP1,,,Q15311,RBP1_HUMAN,2KWH; 2KWI; 2MBG,,,HGNC:9841,Humans,DB00398; DB00541; DB00564; DB00997
4775,Equilibrative nucleoside transporter 4,SLC29A4,,,Q7RTT9,S29A4_HUMAN,"",,,HGNC:23097,Humans,DB00331; DB00640
4777,Sodium- and chloride-dependent betaine transporter,SLC6A12,,,P48065,S6A12_HUMAN,"",,,HGNC:11045,Humans,DB06756
4781,Sodium/nucleoside cotransporter 2,SLC28A2,,,O43868,S28A2_HUMAN,"",,,HGNC:11002,Humans,DB00640; DB01033; DB09327
4782,Solute carrier family 22 member 12,SLC22A12,,,Q96S37,S22AC_HUMAN,"",,,HGNC:17989,Humans,DB00678; DB00870; DB01032; DB12466
4783,"Solute carrier family 2, facilitated glucose transporter member 9",SLC2A9,,,Q9NRM0,GTR9_HUMAN,"",,,HGNC:13446,Humans,DB00678; DB01032; DB01914; DB08844; DB09341; DB09502
4785,Solute carrier family 22 member 21,Slc22a21,,,Q9WTN6,S22AL_MOUSE,"",,,,Mouse,DB08842
4796,Transferrin receptor protein 1,TFRC,,,P02786,TFR1_HUMAN,1CX8; 1DE4; 1SUV; 2NSU; 3KAS; 3S9L; 3S9M; 3S9N,,,HGNC:11763,Humans,DB15617
4797,Transferrin receptor protein 2,TFR2,,,Q9UP52,TFR2_HUMAN,,,,HGNC:11762,Humans,DB15617
4821,"POU domain, class 2, transcription factor 2",POU2F2,,,P09086,PO2F2_HUMAN,1HDP,,,HGNC:9213,Humans,DB01203; DB11757; DB12500
677,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,4115829,AB022017,Q13131,AAPK1_HUMAN,4RED; 4RER; 4REW,,PRKAA1,HGNC:9376,Humans,DB00273
4843,5'-AMP-activated protein kinase catalytic subunit alpha-2,PRKAA2,,,P54646,AAPK2_HUMAN,2H6D; 2LTU; 2YZA; 3AQV; 4CFE; 4CFF,,,HGNC:9377,Humans,DB00273
254,5'-AMP-activated protein kinase subunit beta-1,PRKAB1,2916800,AJ224515,Q9Y478,AAKB1_HUMAN,4CFE; 4CFF,,PRKAB1,HGNC:9378,Humans,DB00273
774,5'-AMP-activated protein kinase subunit beta-2,PRKAB2,2916802,AJ224538,O43741,AAKB2_HUMAN,2F15; 2V8Q; 2V92; 2V9J; 2Y8L; 2Y8Q; 2YA3; 4CFH; 4EAI; 4EAJ; 4RER; 4REW,,PRKAB2,HGNC:9379,Humans,DB00273
4844,5'-AMP-activated protein kinase subunit gamma-1,PRKAG1,,,P54619,AAKG1_HUMAN,2UV4; 2UV5; 2UV6; 2UV7; 4CFE; 4CFF; 4RER; 4REW,,,HGNC:9385,Humans,DB00273
4845,5'-AMP-activated protein kinase subunit gamma-2,PRKAG2,,,Q9UGJ0,AAKG2_HUMAN,,,,HGNC:9386,Humans,DB00273
4846,5'-AMP-activated protein kinase subunit gamma-3,PRKAG3,,,Q9UGI9,AAKG3_HUMAN,,,,HGNC:9387,Humans,DB00273
4919,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,,,P05026,AT1B1_HUMAN,"",,,HGNC:804,Humans,DB09479
4943,Sodium/potassium-transporting ATPase subunit beta-2,ATP1B2,,,P14415,AT1B2_HUMAN,"",,,HGNC:805,Humans,DB09479
4951,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,,,P54709,AT1B3_HUMAN,"",,,HGNC:806,Humans,DB09479
4956,Sodium/potassium-transporting ATPase subunit alpha-4,ATP1A4,,,Q13733,AT1A4_HUMAN,"",,,HGNC:14073,Humans,DB09479
4959,Sodium/potassium-transporting ATPase subunit alpha-2,ATP1A2,,,P50993,AT1A2_HUMAN,"",,,HGNC:800,Humans,DB09479
4972,Sodium/potassium-transporting ATPase subunit alpha-3,ATP1A3,,,P13637,AT1A3_HUMAN,"",,,HGNC:801,Humans,DB09479
4980,Sodium-dependent phosphate transporter 1,SLC20A1,,,Q8WUM9,S20A1_HUMAN,"",,,HGNC:10946,Humans,DB09436; DB09449; DB11348; DB14481; DB14502; DB14503
5027,Transient receptor potential cation channel subfamily V member 6,TRPV6,,,Q9H1D0,TRPV6_HUMAN,"",,,HGNC:14006,Humans,DB11093; DB11348; DB14481
5037,Transient receptor potential cation channel subfamily V member 5,TRPV5,,,Q9NQA5,TRPV5_HUMAN,"",,,HGNC:3145,Humans,DB11093; DB11348; DB14481
5051,Transient receptor potential cation channel subfamily M member 6,TRPM6,,,Q9BX84,TRPM6_HUMAN,"",,,HGNC:17995,Humans,DB09481; DB14513
5141,"Solute carrier family 2, facilitated glucose transporter member 5",SLC2A5,,,P22732,GTR5_HUMAN,1YG1,,,HGNC:11010,Humans,DB01914; DB09344; DB09502
5142,"Solute carrier family 2, facilitated glucose transporter member 6",SLC2A6,,,Q9UGQ3,GTR6_HUMAN,"",,,HGNC:11011,Humans,DB01914; DB09341; DB09502
5143,"Solute carrier family 2, facilitated glucose transporter member 7",SLC2A7,,,Q6PXP3,GTR7_HUMAN,1YG7,,,HGNC:13445,Humans,DB01914; DB09341; DB09502
5144,"Solute carrier family 2, facilitated glucose transporter member 8",SLC2A8,,,Q9NY64,GTR8_HUMAN,"",,,HGNC:13812,Humans,DB01914; DB09341; DB09502
5145,"Solute carrier family 2, facilitated glucose transporter member 10",SLC2A10,,,O95528,GTR10_HUMAN,"",,,HGNC:13444,Humans,DB01914; DB09341; DB09502
5146,"Solute carrier family 2, facilitated glucose transporter member 11",SLC2A11,,,Q9BYW1,GTR11_HUMAN,"",,,HGNC:14239,Humans,DB01914; DB09341; DB09502
5147,"Solute carrier family 2, facilitated glucose transporter member 12",SLC2A12,,,Q8TD20,GTR12_HUMAN,"",,,HGNC:18067,Humans,DB01914; DB09341; DB09502
5220,Ryanodine receptor 2,RYR2,,,Q92736,RYR2_HUMAN,4JKQ,,,HGNC:10484,Humans,DB11093; DB11348; DB14481
5221,Ryanodine receptor 3,RYR3,,,Q15413,RYR3_HUMAN,4ERV,,,HGNC:10485,Humans,DB11093; DB11348; DB14481
5461,Selenoprotein P,SEPP1,,,P49908,SEPP1_HUMAN,"",,,HGNC:10751,Humans,DB11127
5893,Apolipoprotein B receptor,APOBR,,,Q0VD83,APOBR_HUMAN,"",,,HGNC:24087,Humans,DB11251; DB11635; DB14003
8767,Vesicle monoamine transporter type 2,VMAT2,,,Q99870,Q99870_HUMAN,"",,,,Humans,DB09363
8800,Solute carrier family 41 member 3,SLC41A3,,,Q96GZ6,S41A3_HUMAN,"",,,HGNC:31046,Humans,DB09481; DB14513
8801,Metal transporter CNNM2,CNNM2,,,Q9H8M5,CNNM2_HUMAN,4IY0; 4IY2; 4IY4; 4IYS,,,HGNC:103,Humans,DB09481
8803,"Tricarboxylate transport protein, mitochondrial",SLC25A1,,,P53007,TXTP_HUMAN,"",,,HGNC:10979,Humans,DB09154
8804,Solute carrier family 13 member 5,SLC13A5,,,Q86YT5,S13A5_HUMAN,"",,,HGNC:23089,Humans,DB09154
8805,Mitochondrial 2-oxodicarboxylate carrier,SLC25A21,,,Q9BQT8,ODC_HUMAN,"",,,HGNC:14411,Humans,DB09154
8807,Sodium-dependent phosphate transporter 2,SLC20A2,,,Q08357,S20A2_HUMAN,"",,,HGNC:10947,Humans,DB09436; DB09449; DB11348; DB14481; DB14502; DB14503
8808,Sodium-dependent phosphate transport protein 2A,SLC34A1,,,Q06495,NPT2A_HUMAN,"",,,HGNC:11019,Humans,DB09449; DB11348; DB14481; DB14502; DB14503
8809,Sodium-dependent phosphate transport protein 2B,SLC34A2,,,O95436,NPT2B_HUMAN,"",,,HGNC:11020,Humans,DB09449; DB11348; DB14481; DB14502; DB14503
8810,Sodium-dependent phosphate transport protein 2C,SLC34A3,,,Q8N130,NPT2C_HUMAN,"",,,HGNC:20305,Humans,DB09449; DB11348; DB14481; DB14502; DB14503
8812,Natural resistance-associated macrophage protein 2,SLC11A2,,,P49281,NRAM2_HUMAN,5F0L; 5F0M; 5F0P,,,HGNC:10908,Humans,DB06796; DB09130; DB13257; DB14520; DB15598
8849,Polycystic kidney disease 2-like 1 protein,PKD2L1,,,Q9P0L9,PK2L1_HUMAN,3TE3; 4GIF,,,HGNC:9011,Humans,DB11093; DB11348; DB14481
8850,Polycystic kidney disease protein 1-like 3,PKD1L3,,,Q7Z443,PK1L3_HUMAN,"",,,HGNC:21716,Humans,DB11093; DB11348; DB14481
8851,Cation channel sperm-associated protein 1,CATSPER1,,,Q8NEC5,CTSR1_HUMAN,"",,,HGNC:17116,Humans,DB11093; DB11348; DB14481
430,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,"",M92270,Q13936,CAC1C_HUMAN,1T0J; 2BE6; 2F3Y; 2F3Z; 2LQC; 3G43; 3OXQ,,CACNA1C,HGNC:1390,Humans,DB11093; DB11348; DB14481
2359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764,M76558,Q01668,CAC1D_HUMAN,3LV3,,CACNA1D,HGNC:1391,Humans,DB11093; DB11348; DB14481
2357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953,AJ006216,O60840,CAC1F_HUMAN,"",,CACNA1F,HGNC:1393,Humans,DB11093; DB11348; DB14481
2355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403,U30707,Q13698,CAC1S_HUMAN,2VAY,,CACNA1S,HGNC:1397,Humans,DB11093; DB11348; DB14481
303,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,179806,M92303,Q02641,CACB1_HUMAN,"",,CACNB1,HGNC:1401,Humans,DB11093; DB11348; DB14481
2354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417,S60415,Q08289,CACB2_HUMAN,"",,CACNB2,HGNC:1402,Humans,DB11093; DB11348; DB14481
2358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135,X76555,P54284,CACB3_HUMAN,"",,CACNB3,HGNC:1403,Humans,DB11093; DB11348; DB14481
2356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727,U95020,O00305,CACB4_HUMAN,1VYV; 2D46,,CACNB4,HGNC:1404,Humans,DB11093; DB11348; DB14481
356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,2213913,AF004884,O00555,CAC1A_HUMAN,3BXK,,CACNA1A,HGNC:1388,Humans,DB11093; DB11348; DB14481
483,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,6625659,AF134986,O43497,CAC1G_HUMAN,"",,CACNA1G,HGNC:1394,Humans,DB11093; DB11348; DB14481
864,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,14670397,AF051946,O95180,CAC1H_HUMAN,"",,CACNA1H,HGNC:1395,Humans,DB11093; DB11348; DB14481
12,Voltage-dependent T-type calcium channel subunit alpha-1I,CACNA1I,5565888,AF129133,Q9P0X4,CAC1I_HUMAN,"",,CACNA1I,HGNC:1396,Humans,DB11093; DB11348; DB14481
356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,2213913,AF004884,O00555,CAC1A_HUMAN,3BXK,,CACNA1A,HGNC:1388,Humans,DB11093; DB11348; DB14481
5024,Voltage-dependent R-type calcium channel subunit alpha-1E,CACNA1E,,,Q15878,CAC1E_HUMAN,3BXL,,,HGNC:1392,Humans,DB11093; DB11348; DB14481
9160,Sodium- and chloride-dependent taurine transporter,SLC6A6,,,P31641,SC6A6_HUMAN,"",,,HGNC:11052,Humans,DB01956
9309,Sodium/iodide cotransporter,SLC5A5,,,Q92911,SC5A5_HUMAN,"",,,HGNC:11040,Humans,DB05382
9327,Sodium/myo-inositol cotransporter,SLC5A3,,,P53794,SC5A3_HUMAN,"",,,HGNC:11038,Humans,DB13178
349,Potassium-transporting ATPase alpha chain 1,ATP4A,561634,J05451,P20648,ATP4A_HUMAN,"",,ATP4A,HGNC:819,Humans,DB13620
619,Potassium-transporting ATPase subunit beta,ATP4B,184105,M75110,P51164,ATP4B_HUMAN,"",,ATP4B,HGNC:820,Humans,DB13620
9574,Solute carrier family 12 member 5,Slc12a5,,,Q91V14,S12A5_MOUSE,,,,,Mouse,DB01216
9577,Synaptic vesicular amine transporter,Slc18a2,,,Q8BRU6,VMAT2_MOUSE,,,,,Mouse,DB01126
9580,Sodium-dependent dopamine transporter,Slc6a3,,,Q61327,SC6A3_MOUSE,,,,,Mouse,DB01126
9668,Bacitracin transport ATP-binding protein BcrA,bcrA,,,P42332,BCRA_BACLI,,,,,Bacillus licheniformis,DB00626
9671,Bacitracin transport permease protein BCRB,bcrB,,,P42333,BCRB_BACLI,,,,,Bacillus licheniformis,DB00626
9674,Bacitracin transport permease protein BcrC,bcrC,,,P42334,BCRC_BACLI,,,,,Bacillus licheniformis,DB00626
9680,"POU domain, class 2, transcription factor 1",POU2F1,,,P14859,PO2F1_HUMAN,1CQT; 1E3O; 1GT0; 1HF0; 1O4X; 1OCT; 1POG; 1POU,,,HGNC:9212,Humans,DB01203
9938,ABC multidrug transporter MDR2,MDR2,,,A0A059JJ46,MDR2_TRIIM,,,,,Trichophyton interdigitale (strain MR816),DB00857
1779,Multidrug resistance protein MexA,mexA,438853,L11616,P52477,MEXA_PSEAE,1T5E; 1VF7; 2V4D; 4DK1,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB14879
9972,Multidrug resistance protein MexB,mexB,,,P52002,MEXB_PSEAE,2V50; 3W9I; 3W9J; 6IIA; 6IOK; 6IOL,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB14879
9975,Outer membrane protein OprM,oprM,,,Q51487,OPRM_PSEAE,1WP1; 3D5K; 4Y1K; 6IOK; 6IOL,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB14879
9978,Catecholate siderophore receptor Fiu,fiu,,,P75780,FIU_ECOLI,6BPM; 6BPN; 6BPO,,,,Escherichia coli (strain K12),DB14879
9984,Putative outer membrane ferric siderophore receptor,piuA,,,A0A0H2ZGX7,A0A0H2ZGX7_PSEAB,,,,,Pseudomonas aeruginosa (strain UCBPP-PA14),DB14879
9987,Transient receptor potential cation channel subfamily M member 3,TRPM3,,,Q9HCF6,TRPM3_HUMAN,,,,HGNC:17992,Humans,DB00794
9993,Solute carrier family 43 member 3,SLC43A3,,,Q8NBI5,S43A3_HUMAN,,,,HGNC:17466,Humans,DB00993
10102,Outer membrane porin C,ompC,,,P06996,OMPC_ECOLI,2J1N; 2J4U; 2ZLE; 4A8D,,,,Escherichia coli (strain K12),DB01017
10111,Solute carrier family 40 member 1,SLC40A1,,,Q9NP59,S40A1_HUMAN,,,,HGNC:10909,Humans,DB13257; DB14520
10119,Claudin-16,CLDN16,,,Q9Y5I7,CLD16_HUMAN,,,,HGNC:2037,Humans,DB14513
10125,Solute carrier family 41 member 1,SLC41A1,,,Q8IVJ1,S41A1_HUMAN,,,,HGNC:19429,Humans,DB14513
10128,"Magnesium transporter MRS2 homolog, mitochondrial",MRS2,,,Q9HD23,MRS2_HUMAN,,,,HGNC:13785,Humans,DB14513
10140,Solute carrier family 23 member 2,SLC23A2,,,Q9UGH3,S23A2_HUMAN,,,,HGNC:10973,Humans,DB00126
10143,Sodium-coupled neutral amino acid transporter 1,SLC38A1,,,Q9H2H9,S38A1_HUMAN,,,,HGNC:13447,Humans,DB00130
10146,Sodium-coupled neutral amino acid transporter 2,SLC38A2,,,Q96QD8,S38A2_HUMAN,,,,HGNC:13448,Humans,DB00130
10149,Y+L amino acid transporter 2,SLC7A6,,,Q92536,YLAT2_HUMAN,,,,HGNC:11064,Humans,DB00130
10155,Pendrin,SLC26A4,,,O43511,S26A4_HUMAN,,,,HGNC:8818,Humans,DB05382
10167,Receptor for retinol uptake STRA6,STRA6,,,Q9BX79,STRA6_HUMAN,,,,HGNC:30650,Humans,DB00162
10179,Zinc transporter ZIP10,SLC39A10,,,Q9ULF5,S39AA_HUMAN,,,,HGNC:20861,Humans,DB14533; DB14548
10182,Zinc transporter 7,SLC30A7,,,Q8NEW0,ZNT7_HUMAN,,,,HGNC:19306,Humans,DB14533; DB14548
10185,Zinc transporter 4,SLC30A4,,,O14863,ZNT4_HUMAN,,,,HGNC:11015,Humans,DB14533; DB14548
10188,Zinc transporter ZIP6,SLC39A6,,,Q13433,S39A6_HUMAN,,,,HGNC:18607,Humans,DB14533; DB14548
10191,Zinc transporter ZIP5,SLC39A5,,,Q6ZMH5,S39A5_HUMAN,,,,HGNC:20502,Humans,DB14533; DB14548
10194,Zinc transporter ZIP2,SLC39A2,,,Q9NP94,S39A2_HUMAN,,,,HGNC:17127,Humans,DB14533; DB14548
10197,Zinc transporter 9,SLC30A9,,,Q6PML9,ZNT9_HUMAN,2ENK,,,HGNC:1329,Humans,DB14533; DB14548
10200,Zinc transporter 1,SLC30A1,,,Q9Y6M5,ZNT1_HUMAN,,,,HGNC:11012,Humans,DB14533; DB14548
10203,Zinc transporter 2,SLC30A2,,,Q9BRI3,ZNT2_HUMAN,,,,HGNC:11013,Humans,DB14533; DB14548
10206,Zinc transporter SLC39A7,SLC39A7,,,Q92504,S39A7_HUMAN,,,,HGNC:4927,Humans,DB14533; DB14548
10209,Zinc transporter ZIP4,SLC39A4,,,Q6P5W5,S39A4_HUMAN,,,,HGNC:17129,Humans,DB14533; DB14548
10212,Zinc transporter 3,SLC30A3,,,Q99726,ZNT3_HUMAN,,,,HGNC:11014,Humans,DB14533; DB14548
10215,Zinc transporter 8,SLC30A8,,,Q8IWU4,ZNT8_HUMAN,,,,HGNC:20303,Humans,DB14533; DB14548
10218,Zinc transporter ZIP12,SLC39A12,,,Q504Y0,S39AC_HUMAN,,,,HGNC:20860,Humans,DB14533; DB14548
10221,Zinc transporter 5,SLC30A5,,,Q8TAD4,ZNT5_HUMAN,,,,HGNC:19089,Humans,DB14533; DB14548
10224,Zinc transporter 10,SLC30A10,,,Q6XR72,ZNT10_HUMAN,,,,HGNC:25355,Humans,DB14533; DB14548
10227,Zinc transporter ZIP13,SLC39A13,,,Q96H72,S39AD_HUMAN,,,,HGNC:20859,Humans,DB14533; DB14548
10230,Zinc transporter ZIP8,SLC39A8,,,Q9C0K1,S39A8_HUMAN,,,,HGNC:20862,Humans,DB14533; DB14548
10233,Zinc transporter ZIP1,SLC39A1,,,Q9NY26,S39A1_HUMAN,,,,HGNC:12876,Humans,DB14533; DB14548
10236,Zinc transporter ZIP14,SLC39A14,,,Q15043,S39AE_HUMAN,,,,HGNC:20858,Humans,DB14533; DB14548
10239,Zinc transporter ZIP3,SLC39A3,,,Q9BRY0,S39A3_HUMAN,,,,HGNC:17128,Humans,DB14533; DB14548
10242,Zinc transporter ZIP9,SLC39A9,,,Q9NUM3,S39A9_HUMAN,,,,HGNC:20182,Humans,DB14533; DB14548
10245,Zinc transporter ZIP11,SLC39A11,,,Q8N1S5,S39AB_HUMAN,,,,HGNC:14463,Humans,DB14533; DB14548
10248,Zinc transporter 6,SLC30A6,,,Q6NXT4,ZNT6_HUMAN,,,,HGNC:19305,Humans,DB14533; DB14548
10427,Aquaporin-7,AQP7,,,O14520,AQP7_HUMAN,6KXW; 6N1G; 6QZI; 6QZJ,,,HGNC:640,Humans,DB09462
10430,Aquaporin-9,AQP9,,,O43315,AQP9_HUMAN,,,,HGNC:643,Humans,DB09462
10513,Advanced glycosylation end product-specific receptor,AGER,,,Q15109,RAGE_HUMAN,1PWI; 2BJP; 2E5E; 2ENS; 2L7U; 2LE9; 2LMB; 2M1K; 2MJW; 2MOV; 3CJJ; 3O3U; 4LP4; 4LP5; 4OF5; 4OFV; 4OI7; 4OI8; 4P2Y; 4XYN; 4YBH; 5D7F,,,HGNC:320,Humans,DB00107
10528,Equilibrative nucleoside transporter 3,SLC29A3,,,Q9BZD2,S29A3_HUMAN,,,,HGNC:23096,Humans,DB00640
11202,Solute carrier family 13 member 4,SLC13A4,,,Q9UKG4,S13A4_HUMAN,,,,HGNC:15827,Humans,DB09499
